query,seed ortholog,evalue,score,predicted name,GO terms,KEGG KO,BiGG reactions,tax scope,eggNOGs,best Ogs,COG Cat.,eggNOG HMM Desc.
WP_004040872.1,543526.Htur_2897,5.60E-184,649,GYY_00820,,K01912,"CF3Sa,CF3Sg",arNOG[11],"0KRHG@eurNOG,0RFKR@halNOG,COG1541@NOG,arCOG02620@arNOG",NA|NA|NA,H,ligase (EC 6.2.1.30)
WP_004062180.1,797210.Halxa_3996,2.00E-38,163.3,,,,,arNOG[11],"0KZU3@eurNOG,0RHEK@halNOG,COG1695@NOG,arCOG00005@arNOG",NA|NA|NA,K,Transcriptional regulator
WP_004045315.1,309800.HVO_0201,2.70E-68,263.1,,,,,arNOG[11],"0M02B@eurNOG,0RI5V@halNOG,COG0454@NOG,arCOG04721@arNOG",NA|NA|NA,K,GCN5-related N-acetyltransferase
WP_004044710.1,309800.HVO_2892A,8.00E-106,388.3,,,,,arNOG[11],"0KVJQ@eurNOG,0RGUY@halNOG,COG0431@NOG,arCOG04624@arNOG",NA|NA|NA,S,NADPH-dependent FMN reductase
WP_004044690.1,309800.HVO_2874,4.10E-116,422.5,,,,,arNOG[11],"0KZEQ@eurNOG,0RH7I@halNOG,0YM8M@NOG,arCOG04546@arNOG",NA|NA|NA,K,GCN5-related N-acetyltransferase
WP_004044685.1,309800.HVO_2869,1.30E-48,197.2,,,,,arNOG[11],"0KZU3@eurNOG,0RHEK@halNOG,COG1695@NOG,arCOG00005@arNOG",NA|NA|NA,K,Transcriptional regulator
WP_004044207.1,309800.HVO_0730,8.20E-61,238,,,,,arNOG[11],"0KZ1K@eurNOG,0RHFZ@halNOG,COG1695@NOG,arCOG00006@arNOG",NA|NA|NA,K,regulator
WP_004044165.1,309800.HVO_0772,4.20E-41,172.2,,,,,arNOG[11],"0KUHS@eurNOG,0RHR3@halNOG,COG0640@NOG,arCOG00394@arNOG",NA|NA|NA,K,Transcription regulator
WP_004044086.1,309800.HVO_0852,8.40E-42,174.5,,,,,arNOG[11],"0KUHS@eurNOG,0RHRR@halNOG,COG0640@NOG,arCOG00394@arNOG",NA|NA|NA,K,ArsR family transcriptional regulator
WP_004043232.1,797210.Halxa_2999,1.40E-28,131,,,,,arNOG[11],"0KXK4@eurNOG,0RHVC@halNOG,COG0640@NOG,arCOG03065@arNOG",NA|NA|NA,K,Inherit from arCOG: Transcriptional regulator
WP_004043098.1,797209.ZOD2009_02845,1.80E-197,694.5,ERIC,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K03281,Clt,arNOG[11],"0KRF0@eurNOG,COG0038@NOG,COG0517@NOG,arCOG02569@arNOG",NA|NA|NA,P,Chloride channel
WP_004042212.1,309800.HVO_2320,6.30E-82,308.5,RIMI,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464","K03789,K06718",,arNOG[11],"0KZHW@eurNOG,0RICU@halNOG,COG0456@NOG,arCOG00833@arNOG",NA|NA|NA,K,FR47-like protein
WP_004042072.1,309800.HVO_2180,1.40E-117,427.6,AZLC,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",,"ILEt2r,LEUt2r,VALt2r",arNOG[11],"0KUH3@eurNOG,0RH3S@halNOG,COG1296@NOG,arCOG04452@arNOG",NA|NA|NA,E,Branched-chain amino acid transport protein AzlC
WP_004044495.1,309800.HVO_0429,1.70E-94,350.5,AMZA,"GO:0003674,GO:0005488,GO:0008270,GO:0043167,GO:0043169,GO:0046872,GO:0046914",K06974,,arNOG[11],"0KUPJ@eurNOG,0RFDH@halNOG,COG1913@NOG,arCOG00458@arNOG",NA|NA|NA,S,zinc metalloprotease whose natural substrate is
WP_004042483.1,309800.HVO_2508,2.00E-206,723.4,CARA,,K01956,CBPS,arNOG[11],"0KRWB@eurNOG,0RFWK@halNOG,COG0505@NOG,arCOG00064@arNOG",NA|NA|NA,E,Carbamoyl-phosphate synthetase glutamine chain
WP_004042123.1,309800.HVO_2234,6.60E-75,285,MSRB,,"K07305,K12267",,arNOG[11],"0KTF2@eurNOG,0RHEN@halNOG,COG0229@NOG,arCOG02815@arNOG",NA|NA|NA,O,Reductase
WP_004042081.1,309800.HVO_2189,3.80E-36,155.6,PURS,,K01952,,arNOG[11],"0KUIC@eurNOG,0RHNM@halNOG,COG1828@NOG,arCOG04462@arNOG",NA|NA|NA,F,"Phosphoribosylformylglycinamidine synthase, PurS"
WP_004041419.1,309800.HVO_1541,7.30E-300,1034.2,GLPK,,K00864,,arNOG[11],"0KRAK@eurNOG,0RFJQ@halNOG,COG0554@NOG,arCOG00024@arNOG",NA|NA|NA,C,Key enzyme in the regulation of glycerol uptake and metabolism (By similarity)
WP_004042832.1,309800.HVO_2674,1.80E-216,756.9,,,K03322,,arNOG[11],"0KSBD@eurNOG,0RGMB@halNOG,COG1914@NOG,arCOG04531@arNOG",NA|NA|NA,P,transport protein
WP_004043826.1,309800.HVO_1111,2.10E-184,650.2,BTUC,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K02015,,arNOG[11],"0KS8I@eurNOG,0RG2N@halNOG,COG0609@NOG,arCOG01007@arNOG",NA|NA|NA,P,Corrinoid ABC transporter permease
WP_004042197.1,309800.HVO_2304,6.60E-227,791.6,MOEA1,,K03750,,arNOG[11],"0KRWY@eurNOG,0RG16@halNOG,COG0303@NOG,arCOG00216@arNOG",NA|NA|NA,H,Molybdenum cofactor synthesis domain protein
WP_004042493.1,309800.HVO_2514,2.90E-120,436.4,,,K07721,,arNOG[11],"0KU0M@eurNOG,0RGSS@halNOG,COG1777@NOG,arCOG01684@arNOG",NA|NA|NA,K,family transcriptional regulator
WP_013035048.1,272569.rrnB0022,4.60E-18,96.7,,,,,arNOG[11],"0KZA5@eurNOG,0RHF5@halNOG,0Y4FA@NOG,arCOG07571@arNOG",NA|NA|NA,,
WP_013035012.1,547559.Nmag_0857,6.50E-10,70.5,,,,,arNOG[11],"110EM@NOG,arCOG10314@arNOG",NA|NA|NA,,
WP_004044888.1,309800.HVO_2988,2.90E-126,456.4,HISA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01814,PRMICI,arNOG[11],"0KRM2@eurNOG,0RFEV@halNOG,COG0106@NOG,arCOG00618@arNOG",NA|NA|NA,E,Phosphoribosylformimino-5-aminoimidazole carboxamide ribotide isomerase
WP_004042365.1,309800.HVO_2453,6.90E-116,421.8,TRPG,,"K01658,K13497",ANS,arNOG[11],"0KT51@eurNOG,0RFAT@halNOG,COG0512@NOG,arCOG00086@arNOG",NA|NA|NA,E,anthranilate synthase
WP_004044609.1,309800.HVO_0314,1.60E-189,667.2,ATPC,,K02119,ATPS4r,arNOG[11],"0KSBI@eurNOG,0RFQJ@halNOG,COG1527@NOG,arCOG02459@arNOG",NA|NA|NA,C,Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)
WP_004044608.1,309800.HVO_0315,4.80E-52,208.8,ATPF,,K02122,ATPS4r,arNOG[11],"0KUJF@eurNOG,0RHSP@halNOG,COG1436@NOG,arCOG04102@arNOG",NA|NA|NA,C,Produces ATP from ADP in the presence of a proton gradient across the membrane (By similarity)
WP_004043856.1,309800.HVO_1082,2.30E-114,416.8,PYRE1,,K00762,ORPT,arNOG[11],"0KTQX@eurNOG,0RFUY@halNOG,COG0856@NOG,arCOG00028@arNOG",NA|NA|NA,F,PyrE-like protein
WP_004043847.1,309800.HVO_1091,6.70E-137,491.9,PSMA,"GO:0000502,GO:0003674,GO:0003824,GO:0004175,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005839,GO:0006508,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016787,GO:0019538,GO:0019773,GO:0030163,GO:0032991,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0070011,GO:0071704,GO:1901575",K03432,,arNOG[11],"0KRYJ@eurNOG,0RFU1@halNOG,COG0638@NOG,arCOG00971@arNOG",NA|NA|NA,O,"Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation (By similarity)"
WP_004043434.1,309800.HVO_1501,1.10E-134,484.6,DEOR2,,K03436,,arNOG[11],"02TTD@arNOG,0KZF4@eurNOG,0RGRC@halNOG,COG1349@NOG",NA|NA|NA,K,Transcriptional regulator
WP_004042720.1,309800.HVO_2619,4.80E-42,175.3,MOAD,"GO:0003674,GO:0006464,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0031386,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070647,GO:0071704",K03636,,arNOG[11],"0KV45@eurNOG,0RI33@halNOG,COG1977@NOG,arCOG00536@arNOG",NA|NA|NA,H,moad family
WP_004042138.1,309800.HVO_2250,3.90E-94,349.4,HPT,"GO:0003674,GO:0003824,GO:0004422,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006144,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009112,GO:0009113,GO:0009987,GO:0016740,GO:0016757,GO:0016763,GO:0018130,GO:0019438,GO:0034641,GO:0034654,GO:0042440,GO:0043094,GO:0043096,GO:0043101,GO:0043103,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046100,GO:0046101,GO:0046112,GO:0046148,GO:0046483,GO:0055086,GO:0071704,GO:0072521,GO:0072522,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576",K00759,"ADPT,GUAPRT",arNOG[11],"0KSZJ@eurNOG,0RFEX@halNOG,COG0503@NOG,arCOG00030@arNOG",NA|NA|NA,F,"May catalyze a purine salvage reaction, the substrate is"
WP_004041768.1,309800.HVO_1887,1.50E-111,407.5,MODB,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K05773,,arNOG[11],"0KSPH@eurNOG,0RGP3@halNOG,COG4662@NOG,arCOG00166@arNOG",NA|NA|NA,H,ABC transporter
WP_004041683.1,309800.HVO_1799,3.00E-243,845.9,GYY_02010,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005886,GO:0016020,GO:0044424,GO:0044464,GO:0071944",K17830,,arNOG[11],"0KRAM@eurNOG,0RFY7@halNOG,COG0644@NOG,arCOG00570@arNOG",NA|NA|NA,C,FAD dependent oxidoreductase
WP_004041616.1,309800.HVO_1727,2.80E-100,369.8,TBP,,K03120,,arNOG[11],"0KSQ1@eurNOG,0RF5B@halNOG,COG2101@NOG,arCOG01764@arNOG",NA|NA|NA,K,General factor that plays a role in the activation of archaeal genes transcribed by RNA polymerase. Binds specifically to the TATA box promoter element which lies close to the position of transcription initiation (By similarity)
WP_004041440.1,309800.HVO_1562,2.20E-129,466.8,PSMB,"GO:0000502,GO:0003674,GO:0003824,GO:0004175,GO:0004298,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005839,GO:0006508,GO:0008150,GO:0008152,GO:0008233,GO:0009056,GO:0009057,GO:0009987,GO:0010498,GO:0016787,GO:0019538,GO:0019774,GO:0030163,GO:0032991,GO:0043170,GO:0043234,GO:0044237,GO:0044238,GO:0044248,GO:0044257,GO:0044260,GO:0044265,GO:0044267,GO:0044424,GO:0044464,GO:0051603,GO:0070003,GO:0070011,GO:0071704,GO:1901575",K03433,,arNOG[11],"0KS4K@eurNOG,0RFCW@halNOG,COG0638@NOG,arCOG00970@arNOG",NA|NA|NA,O,"Component of the proteasome core, a large protease complex with broad specificity involved in protein degradation (By similarity)"
WP_004041405.1,309800.HVO_1527,1.00E-137,494.6,AGLF,,"K00963,K00973",G1PTT,arNOG[11],"0KZZS@eurNOG,0RFB4@halNOG,COG1209@NOG,arCOG00664@arNOG",NA|NA|NA,M,glucose-1-phosphate thymidylyltransferase
WP_004043853.1,309800.HVO_1085,1.20E-300,1036.9,PURH,,K00602,"AICART,IMPC",arNOG[11],"0KRBB@eurNOG,0RFK1@halNOG,COG0138@NOG,COG0299@NOG,arCOG02824@arNOG",NA|NA|NA,F,phosphoribosylglycinamide formyltransferase
WP_004041741.1,309800.HVO_1859,4.20E-182,642.5,GYY_08450,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K07027,,arNOG[11],"0KRKP@eurNOG,0RGSA@halNOG,COG0392@NOG,arCOG00899@arNOG",NA|NA|NA,S,Uncharacterised protein family (UPF0104)
WP_013035395.1,309800.HVO_1914,2.00E-209,733.4,,,"K00626,K00632",,arNOG[11],"0KRUZ@eurNOG,0RG4X@halNOG,COG0183@NOG,arCOG01282@arNOG",NA|NA|NA,I,acetyl-CoA acetyltransferase (EC
WP_013035390.1,309800.HVO_1831,1.20E-101,374.4,,,,,arNOG[11],"0KZUP@eurNOG,0RGX3@halNOG,COG0633@NOG,arCOG02843@arNOG",NA|NA|NA,C,Ferredoxin
WP_004045368.1,309800.HVO_0252,1.10E-95,354.4,PRXS,,,,arNOG[11],"0M03A@eurNOG,0RH6F@halNOG,COG1225@NOG,arCOG00315@arNOG",NA|NA|NA,O,alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen
WP_004045201.1,309800.HVO_0108,6.20E-98,362.1,,,,,arNOG[11],"0M162@eurNOG,0RHA6@halNOG,COG0668@NOG,arCOG01568@arNOG",NA|NA|NA,M,Mechanosensitive ion channel
WP_004043935.1,309800.HVO_1008,4.50E-189,665.6,,,,,arNOG[11],"0KS5R@eurNOG,0RGQ7@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004043243.1,797210.Halxa_3767,6.00E-107,392.9,,,K14273,,arNOG[11],"0KSF4@eurNOG,0RGM2@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004043221.1,485914.Hmuk_0324,2.80E-163,580.5,ALDY3,,"K00128,K00140,K18128",ALDD2x,arNOG[11],"0KRCS@eurNOG,0RFZG@halNOG,COG1012@NOG,arCOG01252@arNOG",NA|NA|NA,C,Aldehyde dehydrogenase
WP_004041839.1,309800.HVO_1959,7.00E-151,538.5,,,,,arNOG[11],"0M0ZF@eurNOG,0RJ4F@halNOG,COG0642@NOG,arCOG02364@arNOG",NA|NA|NA,T,HATPase_c
WP_004041645.1,309800.HVO_1762,9.80E-144,514.6,FER1,,,,arNOG[11],"0KZJN@eurNOG,0RGXS@halNOG,COG0633@NOG,COG2214@NOG,arCOG02845@arNOG",NA|NA|NA,C,Ferredoxin
WP_004041572.1,309800.HVO_1682,4.90E-132,475.7,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",,,arNOG[11],"0KU45@eurNOG,0RGRM@halNOG,COG0668@NOG,arCOG01569@arNOG",NA|NA|NA,M,mechanosensitive ion channel
WP_004041221.1,344747.PM8797T_00629,4.60E-17,94.4,,,,,bactNOG[38],"07TNT@bactNOG,COG0673@NOG",NA|NA|NA,S,"Oxidoreductase family, C-terminal alpha/beta domain"
WP_013035678.1,543526.Htur_0178,9.70E-88,328.9,GFO1,,K14273,,arNOG[11],"0KSF4@eurNOG,0RF99@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_013035379.1,309800.HVO_1397,1.40E-216,757.3,,,,,arNOG[11],"COG0784@NOG,arCOG02333@arNOG",NA|NA|NA,T,Signal transduction histidine kinase
WP_004044653.1,309800.HVO_2835,9.40E-187,657.9,,,K11231,,NOG[107],COG0642@NOG,NA|NA|NA,T,Histidine kinase
WP_004044571.1,309800.HVO_0352,1.50E-139,500.7,,,,,arNOG[11],"0KZU6@eurNOG,0RHC6@halNOG,COG0668@NOG,arCOG01568@arNOG",NA|NA|NA,M,Mechanosensitive ion channel
WP_004044138.1,309800.HVO_0798,0,1167.1,DPG,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K07027,,arNOG[11],"0KRVN@eurNOG,0RFXF@halNOG,COG0392@NOG,COG0463@NOG,arCOG00895@arNOG,arCOG00897@arNOG",NA|NA|NA,M,glycosyl transferase family 2
WP_004043778.1,309800.HVO_1163,1.70E-88,330.5,BCP,,,,arNOG[11],"0KTF5@eurNOG,0RH0M@halNOG,COG1225@NOG,arCOG00310@arNOG",NA|NA|NA,O,alkyl hydroperoxide reductase Thiol specific antioxidant Mal allergen
WP_004043581.1,309800.HVO_1358,7.10E-66,255,,,,,arNOG[11],"0KYZ8@eurNOG,0RJFF@halNOG,COG0784@NOG,arCOG02599@arNOG",NA|NA|NA,T,response regulator
WP_004043453.1,309800.HVO_1482,1.50E-53,213.8,FERA3,,,,arNOG[11],"0M0MW@eurNOG,0RH9R@halNOG,COG0633@NOG,arCOG02842@arNOG",NA|NA|NA,C,Ferredoxin
WP_004043139.1,797209.ZOD2009_04687,1.70E-85,321.6,,,K18855,INS2D,arNOG[11],"0KS5R@eurNOG,0RGEG@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004042900.1,309800.HVO_2707,2.10E-219,766.5,,,,,arNOG[11],"0KSF4@eurNOG,0RFVD@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004042862.1,309800.HVO_2690,6.20E-208,728.4,,,,,arNOG[11],"0KSF4@eurNOG,0RFG0@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,oxidoreductase
WP_004041550.1,309800.HVO_1659,3.60E-145,519.6,,,,,arNOG[11],"0M0XP@eurNOG,0RGWS@halNOG,COG0668@NOG,arCOG01570@arNOG",NA|NA|NA,M,mechanosensitive ion channel
WP_004041360.1,519442.Huta_2351,4.40E-32,144.4,,,K02486,,arNOG[11],"0KU15@eurNOG,0RGV5@halNOG,COG0642@NOG,COG0784@NOG,arCOG02333@arNOG,arCOG02367@arNOG,arCOG06408@arNOG",NA|NA|NA,T,Histidine kinase
WP_004041219.1,665959.HMPREF1013_03069,4.00E-141,506.5,,,,,bactNOG[38],"04Z4D@bacNOG,05DG3@bactNOG,0NTJY@firmNOG,0XPYA@NOG",NA|NA|NA,S,"Oxidoreductase family, NAD-binding Rossmann fold"
WP_004041209.1,485913.Krac_1177,1.40E-106,391.7,,,,,bactNOG[38],"05DY4@bactNOG,0D3TY@chloNOG,0XQKZ@NOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004041208.1,519442.Huta_2849,4.80E-69,266.9,,,,,arNOG[11],"0KSF4@eurNOG,0RFVD@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004041194.1,797209.ZOD2009_13796,4.10E-92,343.6,,,,,arNOG[11],"0KS5R@eurNOG,0RGQ7@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004041160.1,634497.HAH_1745,1.60E-66,258.1,,,K06377,,arNOG[11],"0KZ22@eurNOG,0RH0W@halNOG,COG4326@NOG,arCOG10193@arNOG",NA|NA|NA,S,SpoOM family
WP_004041126.1,634497.HAH_0291,9.10E-117,425.6,,,K14273,,arNOG[11],"0KSF4@eurNOG,0RGM2@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004041125.1,485914.Hmuk_0258,3.70E-103,380.2,GFO1,,K14273,,arNOG[11],"0KSF4@eurNOG,0RF99@halNOG,COG0673@NOG,arCOG01622@arNOG",NA|NA|NA,S,Oxidoreductase domain protein
WP_004041052.1,357808.RoseRS_1636,1.70E-19,102.4,,,,,bactNOG[38],"05SAA@bactNOG,COG0673@NOG",NA|NA|NA,S,Oxidoreductase domain-containing protein
WP_004045083.1,309800.HVO_0058,2.50E-256,889.4,YKFD,,"K02031,K02032",NIabc,arNOG[11],"0KS6U@eurNOG,0RFZX@halNOG,COG4608@NOG,arCOG00184@arNOG",NA|NA|NA,E,ABC transporter
WP_004042294.1,309800.HVO_2405,4.10E-145,519.2,,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","K02006,K16786,K16787",,arNOG[11],"0KRFJ@eurNOG,0RGW0@halNOG,COG1122@NOG,arCOG00202@arNOG",NA|NA|NA,P,ABC transporter
WP_004041650.1,309800.HVO_1768,1.20E-200,704.1,,,"K02031,K02032",,arNOG[11],"COG0444@NOG,arCOG00181@arNOG,arCOG00748@arNOG",NA|NA|NA,E,Oligopeptide dipeptide ABC transporter ATPase subunit
WP_004041358.1,634497.HAH_4424,7.70E-179,632.5,,,"K16786,K16787",,arNOG[11],"02TIP@arNOG,COG1122@NOG",NA|NA|NA,G,ABC transporter related
WP_004041046.1,797210.Halxa_3333,3.00E-99,367.5,,,"K02017,K10112,K15497",,arNOG[11],"0KRE9@eurNOG,0RFQ8@halNOG,COG3839@NOG,arCOG00175@arNOG",NA|NA|NA,G,ABC transporter
WP_013035467.1,309800.HVO_1311,5.70E-161,572,,,"K00059,K13775",,arNOG[11],"0M03X@eurNOG,0RGEH@halNOG,COG1028@NOG,arCOG01259@arNOG",NA|NA|NA,I,Short-chain dehydrogenase reductase SDR
WP_004043652.1,309800.HVO_1287,1.30E-114,417.5,PFPI,,K05520,,arNOG[11],"0KSKW@eurNOG,0RFYR@halNOG,COG0693@NOG,arCOG00769@arNOG",NA|NA|NA,S,"Intracellular protease, PfpI family"
WP_004043249.1,797209.ZOD2009_21372,0,1076.6,,,"K02031,K02032",,arNOG[11],"0M21B@eurNOG,COG1123@NOG,arCOG00181@arNOG,arCOG00184@arNOG",NA|NA|NA,E,ABC transporter
WP_004042229.1,309800.HVO_2339,0,1176.8,,,,,arNOG[11],"0KS16@eurNOG,0RGR2@halNOG,COG0642@NOG,arCOG02327@arNOG",NA|NA|NA,T,Signal transduction histidine kinase
WP_004041255.1,795797.HacjB3_07885,2.50E-26,123.2,GYY_07860,,K03113,,arNOG[11],"0M00C@eurNOG,0RJFU@halNOG,COG0023@NOG,arCOG04223@arNOG",NA|NA|NA,J,Translation initiation factor SUI1
WP_004044719.1,309800.HVO_2902,0,1186.4,GATE,,K03330,,arNOG[11],"0KRHR@eurNOG,0RGAW@halNOG,COG2511@NOG,arCOG01719@arNOG",NA|NA|NA,J,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). The gatDE system is specific for glutamate and does not act on aspartate (By similarity)
WP_004042487.1,309800.HVO_2511,1.50E-234,817,GATD,,K09482,ASNN,arNOG[11],"0KRF9@eurNOG,0RFMP@halNOG,COG0252@NOG,arCOG01924@arNOG",NA|NA|NA,E,Allows the formation of correctly charged Gln-tRNA(Gln) through the transamidation of misacylated Glu-tRNA(Gln) in organisms which lack glutaminyl-tRNA synthetase. The reaction takes place in the presence of glutamine and ATP through an activated gamma-phospho-Glu-tRNA(Gln). The GatDE system is specific for glutamate and does not act on aspartate (By similarity)
WP_004044205.1,309800.HVO_0732,6.70E-108,395.2,RNHA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K03469,,arNOG[11],"0KUMU@eurNOG,0RGV6@halNOG,COG0328@NOG,arCOG02942@arNOG",NA|NA|NA,L,Ribonuclease H
WP_004042859.1,309800.HVO_2688,5.10E-191,672.2,,,,,arNOG[11],"0KSF0@eurNOG,0RFBM@halNOG,COG1378@NOG,arCOG02038@arNOG",NA|NA|NA,K,transcriptional regulator trmb
WP_004040817.1,543526.Htur_1544,4.90E-96,355.9,,,K03469,,arNOG[11],"0M1FX@eurNOG,0RG5G@halNOG,COG0328@NOG,arCOG02942@arNOG",NA|NA|NA,L,Ribonuclease H
WP_004043624.1,309800.HVO_1312,1.90E-145,520.4,TYRA,,"K04517,K14170,K14187",PPND,arNOG[11],"0KRB9@eurNOG,0RH1F@halNOG,COG0287@NOG,arCOG00245@arNOG",NA|NA|NA,E,prephenate dehydrogenase
WP_004042290.1,309800.HVO_2401,1.20E-272,943.7,GCVPB,,K00283,,arNOG[11],"0KS4E@eurNOG,0RG7M@halNOG,COG1003@NOG,arCOG00076@arNOG",NA|NA|NA,E,glycine dehydrogenase subunit 2 (EC 1.4.4.2)
WP_004041988.1,309800.HVO_2105,2.90E-123,446.4,TPIA,"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464",K01803,TPI,arNOG[11],"0KYWD@eurNOG,0RHK3@halNOG,COG0149@NOG,arCOG01087@arNOG",NA|NA|NA,G,Triose-phosphate isomerase
WP_004045316.1,309800.HVO_0202,3.90E-28,128.6,,"GO:0003674,GO:0006464,GO:0008150,GO:0008152,GO:0009987,GO:0019538,GO:0031386,GO:0032446,GO:0036211,GO:0043170,GO:0043412,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0070647,GO:0071704",K03154,,arNOG[11],"0KVBY@eurNOG,0RI4A@halNOG,COG2104@NOG,arCOG00535@arNOG",NA|NA|NA,H,Inherit from arCOG: sulfur carrier protein ThiS
WP_004042298.1,309800.HVO_2409,2.30E-70,270,GYY_00105,,K07722,,arNOG[11],"0KUQV@eurNOG,0RHRH@halNOG,COG0864@NOG,arCOG01008@arNOG",NA|NA|NA,K,Transcriptional regulator (By similarity)
WP_004041655.1,309800.HVO_1773,6.70E-117,425.2,,,K14591,,arNOG[11],"0KWM3@eurNOG,0XSID@NOG,arCOG07160@arNOG",NA|NA|NA,E,AroM protein
WP_004041565.1,309800.HVO_1675,7.00E-187,658.3,CORA,,K03284,"COBALTt5,MGt5,NIt5",arNOG[11],"0KS17@eurNOG,0RFFX@halNOG,COG0598@NOG,arCOG02265@arNOG",NA|NA|NA,P,magnesium and cobalt transport protein CorA
WP_013035363.1,309800.HVO_1530,0,2032.7,AGLB,"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944",K07151,,arNOG[11],"0KS66@eurNOG,0RFKG@halNOG,COG1287@NOG,arCOG02043@arNOG",NA|NA|NA,S,oligosaccharyl transferase
WP_004044282.1,309800.HVO_0654,3.80E-42,175.6,RPL37AE,,K02921,,arNOG[11],"0KUJ9@eurNOG,0RHSK@halNOG,COG1997@NOG,arCOG04208@arNOG",NA|NA|NA,J,Binds to the 23S rRNA (By similarity)
WP_004043547.1,309800.HVO_1392,1.70E-57,226.9,RPS10,,,,arNOG[11],"0M1EH@eurNOG,0RHP4@halNOG,COG0051@NOG,arCOG01758@arNOG",NA|NA|NA,J,Involved in the binding of tRNA to the ribosomes (By similarity)
WP_004043336.1,416348.Hlac_3120,1.20E-132,478,,,,,arNOG[11],"0XQPN@NOG,arCOG07546@arNOG",NA|NA|NA,S,LtrC-like protein
WP_004042968.1,309800.HVO_2739,2.20E-31,139.4,RPL24E,,K02896,,arNOG[11],"0KVJ8@eurNOG,0RI2Z@halNOG,COG2075@NOG,arCOG01950@arNOG",NA|NA|NA,J,50S ribosomal protein L24e
WP_004041846.1,309800.HVO_1967,8.00E-239,831.2,PGI,"GO:0003674,GO:0003824,GO:0004347,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0008152,GO:0016853,GO:0016860,GO:0016861,GO:0044424,GO:0044464","K01810,K15916",,arNOG[11],"0KSVB@eurNOG,0RGA2@halNOG,COG0166@NOG,arCOG00052@arNOG",NA|NA|NA,G,Phosphohexose isomerase
